System_Record_ID|Building_Type|Store_Number|Store_Status|Name|Address|Address2|City|State_Province|Zip_Postal_Code|County|Country|Discount_Tire_or_Americas_Tire|Campus_ID|Region|Region_Code|SAP_Number|Store_Type|TOD|GIS_Latitude|GIS_Longitude|Status|Owned_Leased|Year_Built|Bays_Avg_Used|Bays_Total|Building_Size|Common_Area|Construction_Type|Contract_Close_Date|Flood_Zone|Land_Size|Roof_Type|Sprinklers_Yes_or_No|Unit_Capacity_Max|Entrances|Number_Of_Floors|Parking_Space_Open
13352568|Store|AZC 01|Open|Casa Grande|1572 E Florence Blvd||Casa Grande|AZ|85122-4741|Pinal|US|Discount Tire||Arizona|AZC|1661|Stand-Alone||32.8799|-111.7195|Draft|Owned|2006|4|6|7932|FALSE|V-B|11/22/2004|X|48997|Built up|TRUE|3300|6|1|35
